Age,EdLevel,Employment,WorkExp,YearsCode,DevType,ICorPM,RemoteWork,Industry,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,income_tier,orgsize_log
49.5,4.0,0,28.0,30.0,"Architect, software or solutions",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,,87011.0,3.0,5.702114417555504
21.0,2.0,0,1.0,3.0,"Developer, back-end",0.0,Remote,Software Development,10.0,5.0,6902.0,2.0,4.085976312551584
29.5,1.0,0,14.0,15.0,"Architect, software or solutions",0.0,Remote,Software Development,9.0,9.0,105660.0,3.0,2.302585092994046
39.5,5.0,0,5.0,6.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,4.0,33778.0,2.0,5.702114417555504
29.5,4.0,1,8.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,3.0,1.0,130000.0,2.0,5.702114417555504
39.5,4.0,0,15.0,28.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,3.0,87011.0,3.0,4.085976312551584
39.5,4.0,1,13.0,18.0,"Developer, full-stack",,,Software Development,4.0,1.0,76516.0,3.0,
49.5,0.0,0,10.0,20.0,"Developer, front-end",0.0,Remote,Software Development,3.0,3.0,72958.0,3.0,4.085976312551584
49.5,5.0,1,26.0,30.0,"Architect, software or solutions",,,"Internet, Telecomm or Information Services",7.0,6.0,82469.0,2.0,
29.5,4.0,0,8.0,13.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,4.0,1.0,77730.0,3.0,4.085976312551584
21.0,5.0,0,1.0,12.0,"Developer, embedded applications or devices",0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",8.0,1.0,9000.0,2.0,9.903487552536127
49.5,5.0,0,20.0,32.0,"Developer, embedded applications or devices",1.0,In-person,"Internet, Telecomm or Information Services",5.0,2.0,110516.0,3.0,5.702114417555504
49.5,5.0,0,18.0,28.0,"Developer, front-end",0.0,Remote,Fintech,2.0,,53367.0,3.0,6.619406317542652
21.0,4.0,0,4.0,10.0,AI/ML engineer,0.0,Remote,Healthcare,,,24000.0,2.0,4.085976312551584
39.5,5.0,0,7.0,9.0,DevOps engineer or professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,6.0,73089.0,3.0,6.619406317542652
39.5,5.0,1,12.0,25.0,"Developer, embedded applications or devices",,,Other:,8.0,,76570.0,2.0,
29.5,4.0,0,5.0,13.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,7.0,1.0,94846.0,3.0,9.903487552536127
39.5,4.0,0,10.0,15.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,2.0,1.0,92812.0,3.0,5.702114417555504
39.5,2.0,1,7.0,7.0,"Developer, front-end",,,Healthcare,3.0,4.0,47932.0,2.0,
49.5,5.0,0,31.0,34.0,"Architect, software or solutions",0.0,In-person,Energy,2.0,2.0,139218.0,3.0,8.006200887093147
39.5,5.0,0,10.0,20.0,AI/ML engineer,0.0,In-person,Software Development,2.0,1.0,46541.0,3.0,2.302585092994046
39.5,4.0,0,10.0,15.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,3.0,1.0,71200.0,2.0,6.619406317542652
49.5,5.0,1,30.0,30.0,"Developer, back-end",,,Software Development,5.0,3.0,116015.0,3.0,
21.0,4.0,0,4.0,7.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,7.0,7.0,30000.0,2.0,2.302585092994046
29.5,5.0,0,11.0,15.0,"Developer, front-end",0.0,Remote,Software Development,4.0,,76412.0,3.0,8.006200887093147
49.5,5.0,0,30.0,35.0,"Developer, desktop or enterprise applications",1.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,4.0,3.0,35584.0,3.0,4.085976312551584
29.5,5.0,0,12.0,12.0,"Architect, software or solutions",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,,14.0,40684.0,1.0,6.619406317542652
29.5,4.0,0,6.0,10.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,5.0,6.0,12223.0,1.0,2.302585092994046
29.5,5.0,0,4.0,18.0,AI/ML engineer,0.0,Remote,Software Development,6.0,,145000.0,3.0,2.302585092994046
39.5,4.0,1,20.0,25.0,"Developer, back-end",,,Fintech,4.0,6.0,116015.0,3.0,
29.5,4.0,0,4.0,9.0,"Developer, full-stack",0.0,Remote,Fintech,3.0,2.0,29958.0,1.0,4.085976312551584
29.5,5.0,0,6.0,11.0,"Developer, back-end",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,10.0,6.0,83858.0,3.0,4.085976312551584
39.5,4.0,0,11.0,17.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,7.0,2.0,154000.0,3.0,8.006200887093147
29.5,1.0,1,14.0,20.0,"Developer, full-stack",,,Software Development,9.0,9.0,34804.0,3.0,
39.5,1.0,0,28.0,31.0,"Developer, back-end",0.0,Remote,Software Development,9.0,2.0,116015.0,3.0,9.903487552536127
29.5,4.0,0,10.0,6.0,Data engineer,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,5.0,5.0,104829.0,3.0,4.085976312551584
39.5,5.0,0,17.0,20.0,"Developer, full-stack",0.0,Remote,"Transportation, or Supply Chain",6.0,4.0,61171.0,2.0,4.085976312551584
29.5,4.0,0,6.0,13.0,"Architect, software or solutions",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,4.0,87304.0,3.0,5.702114417555504
39.5,5.0,0,14.0,16.0,"Architect, software or solutions",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,6.0,4.0,58007.0,3.0,4.085976312551584
29.5,5.0,0,5.0,17.0,"Developer, desktop or enterprise applications",0.0,In-person,Software Development,6.0,2.0,99194.0,3.0,5.702114417555504
29.5,4.0,0,1.0,10.0,"Developer, full-stack",0.0,Remote,Healthcare,6.0,1.0,70000.0,3.0,9.903487552536127
59.5,4.0,1,3.0,4.0,"Developer, full-stack",,,Software Development,4.0,4.0,5461.0,2.0,
21.0,4.0,0,6.0,9.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,5.0,60000.0,3.0,0.0
21.0,5.0,0,5.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,11.0,5.0,18000.0,2.0,4.085976312551584
29.5,4.0,0,11.0,15.0,"Architect, software or solutions",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Insurance,8.0,2.0,150000.0,3.0,4.085976312551584
39.5,6.0,0,2.0,5.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,7.0,5.0,23203.0,3.0,8.006200887093147
29.5,5.0,0,5.0,16.0,Academic researcher,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,9.0,3.0,75410.0,3.0,8.922591630635415
39.5,1.0,0,23.0,30.0,"Developer, full-stack",0.0,Remote,Insurance,5.0,2.0,160000.0,3.0,9.903487552536127
29.5,4.0,0,1.0,4.0,"Developer, back-end",0.0,Remote,Software Development,2.0,1.0,46116.0,3.0,4.085976312551584
29.5,5.0,0,13.0,19.0,"Architect, software or solutions",0.0,Remote,Other:,2.0,3.0,102093.0,3.0,4.085976312551584
39.5,4.0,0,22.0,30.0,"Developer, desktop or enterprise applications",0.0,In-person,Other:,6.0,,200000.0,3.0,9.903487552536127
29.5,4.0,0,7.0,14.0,Other (please specify):,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,7.0,,120000.0,3.0,9.903487552536127
29.5,5.0,0,1.0,8.0,Data scientist,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,2.0,1.0,51046.0,3.0,2.302585092994046
49.5,5.0,0,26.0,31.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,7.0,60000.0,2.0,8.006200887093147
29.5,5.0,0,8.0,12.0,"Developer, full-stack",0.0,In-person,Other:,3.0,2.0,92812.0,3.0,5.702114417555504
77.5,5.0,1,59.0,60.0,Academic researcher,0.0,Remote,"Internet, Telecomm or Information Services",7.0,3.0,48000.0,3.0,0.0
39.5,4.0,0,16.0,18.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,14.0,11.0,145000.0,3.0,9.903487552536127
39.5,4.0,1,19.0,25.0,"Developer, back-end",,,Retail and Consumer Services,4.0,3.0,11504.0,2.0,
21.0,2.0,0,3.0,14.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,10.0,6.0,81685.0,3.0,6.619406317542652
77.5,2.0,0,35.0,48.0,"Developer, full-stack",0.0,Remote,Energy,4.0,1.0,185000.0,3.0,5.702114417555504
39.5,4.0,0,15.0,22.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,4.0,1.0,99773.0,3.0,8.006200887093147
21.0,5.0,0,4.0,4.0,"Developer, full-stack",0.0,Remote,Software Development,3.0,2.0,20132.0,2.0,4.085976312551584
29.5,4.0,1,10.0,16.0,"Developer, full-stack",,,Healthcare,,,1691.0,2.0,
29.5,4.0,0,7.0,4.0,"Developer, back-end",0.0,In-person,Software Development,3.0,7.0,69502.0,2.0,5.702114417555504
29.5,1.0,0,7.0,13.0,"Developer, full-stack",0.0,Remote,Software Development,9.0,5.0,120000.0,3.0,2.302585092994046
29.5,5.0,0,9.0,13.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",6.0,3.0,116015.0,3.0,8.006200887093147
49.5,5.0,0,22.0,30.0,"Developer, full-stack",1.0,Remote,"Internet, Telecomm or Information Services",2.0,3.0,163370.0,3.0,5.702114417555504
39.5,4.0,0,10.0,12.0,"Developer, full-stack",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,4.0,4.0,176485.0,3.0,5.702114417555504
39.5,4.0,0,15.0,33.0,"Developer, front-end",,Remote,Healthcare,5.0,2.0,104000.0,3.0,9.903487552536127
29.5,2.0,0,5.0,10.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,4.0,1.0,64505.0,3.0,4.085976312551584
21.0,4.0,0,4.0,12.0,"Developer, full-stack",0.0,In-person,Healthcare,9.0,3.0,106000.0,3.0,5.702114417555504
29.5,2.0,0,9.0,11.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,8.0,6.0,58007.0,3.0,4.085976312551584
21.0,4.0,1,2.0,6.0,"Founder, technology or otherwise",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,8.0,4.0,62000.0,3.0,0.0
29.5,4.0,0,2.0,15.0,"Developer, embedded applications or devices",0.0,Remote,Software Development,10.0,,56847.0,3.0,2.302585092994046
59.5,5.0,1,38.0,45.0,"Developer, full-stack",,,Software Development,3.0,1.0,81685.0,3.0,
29.5,5.0,0,6.0,15.0,AI/ML engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,6.0,1.0,58007.0,3.0,8.922591630635415
21.0,5.0,0,3.0,6.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,2.0,57079.0,3.0,5.702114417555504
49.5,6.0,1,29.0,29.0,"Developer, desktop or enterprise applications",0.0,Remote,Energy,8.0,4.0,36407.0,2.0,0.0
39.5,2.0,0,12.0,32.0,"Developer, front-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,8.0,5.0,200000.0,3.0,4.085976312551584
49.5,5.0,0,27.0,30.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,7.0,1.0,125000.0,3.0,2.302585092994046
39.5,5.0,0,14.0,20.0,"Developer, front-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,,,68134.0,3.0,2.302585092994046
39.5,5.0,0,9.0,15.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,,54507.0,3.0,4.085976312551584
59.5,4.0,0,39.0,48.0,"Developer, desktop or enterprise applications",0.0,In-person,"Internet, Telecomm or Information Services",5.0,1.0,104000.0,3.0,2.302585092994046
29.5,4.0,0,11.0,13.0,"Developer, full-stack",0.0,In-person,Banking/Financial Services,7.0,2.0,42111.0,2.0,5.702114417555504
29.5,5.0,0,3.0,4.0,"Developer, back-end",0.0,Remote,Software Development,3.0,1.0,1246.0,2.0,5.702114417555504
39.5,5.0,0,12.0,16.0,"Developer, back-end",,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,7.0,3.0,69609.0,2.0,6.619406317542652
39.5,5.0,1,20.0,24.0,"Developer, full-stack",,,Software Development,7.0,3.0,108723.0,3.0,
39.5,4.0,0,5.0,8.0,"Developer, back-end",0.0,Remote,Higher Education,5.0,5.0,120000.0,3.0,9.903487552536127
29.5,4.0,0,7.0,11.0,Data engineer,0.0,Remote,Retail and Consumer Services,3.0,8.0,36407.0,2.0,9.903487552536127
49.5,5.0,0,25.0,30.0,DevOps engineer or professional,0.0,Remote,Software Development,4.0,1.0,95515.0,3.0,6.619406317542652
29.5,5.0,0,10.0,15.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",4.0,3.0,43139.0,2.0,6.619406317542652
49.5,2.0,0,17.0,30.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,4.0,1.0,90000.0,3.0,8.006200887093147
21.0,4.0,0,4.0,9.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,13.0,4.0,50000.0,3.0,4.085976312551584
29.5,5.0,0,6.0,13.0,Academic researcher,0.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,8.0,2.0,64040.0,3.0,8.922591630635415
21.0,4.0,0,4.0,8.0,"Developer, back-end",0.0,Remote,Software Development,5.0,8.0,3595.0,2.0,6.619406317542652
29.5,4.0,0,1.0,8.0,"Developer, embedded applications or devices",0.0,In-person,Other:,5.0,,58320.0,3.0,5.702114417555504
29.5,2.0,0,11.0,18.0,"Developer, mobile",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Higher Education,1.0,,193901.0,3.0,9.903487552536127
39.5,6.0,1,13.0,13.0,"Developer, full-stack",0.0,Remote,Media & Advertising Services,4.0,4.0,78000.0,2.0,2.302585092994046
29.5,4.0,0,,,"Developer, full-stack",,,,,,71929.0,3.0,
29.5,4.0,0,5.0,9.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,7.0,3.0,125000.0,3.0,9.903487552536127
29.5,4.0,0,8.0,14.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,7.0,1.0,105000.0,3.0,8.006200887093147
29.5,4.0,0,3.0,5.0,"Developer, full-stack",0.0,Remote,Software Development,4.0,,130000.0,3.0,2.302585092994046
29.5,4.0,0,8.0,17.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,9.0,1.0,154000.0,3.0,9.903487552536127
21.0,,0,2.0,4.0,"Developer, full-stack",0.0,In-person,Software Development,6.0,1.0,29004.0,3.0,2.302585092994046
29.5,4.0,0,6.0,8.0,"Developer, full-stack",0.0,Remote,Other:,5.0,1.0,78959.0,2.0,8.922591630635415
39.5,5.0,0,16.0,22.0,"Architect, software or solutions",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",8.0,6.0,133417.0,3.0,9.903487552536127
29.5,5.0,0,5.0,13.0,"Developer, full-stack",0.0,Remote,Energy,,,38285.0,3.0,4.085976312551584
59.5,3.0,0,38.0,24.0,"Architect, software or solutions",0.0,Remote,Other:,6.0,3.0,230000.0,3.0,9.903487552536127
21.0,4.0,0,2.0,5.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,,65586.0,3.0,9.903487552536127
39.5,4.0,0,6.0,6.0,"Developer, front-end",0.0,Remote,Software Development,3.0,2.0,170000.0,3.0,9.903487552536127
21.0,2.0,0,3.0,6.0,"Developer, full-stack",0.0,Remote,Software Development,6.0,4.0,9175.0,2.0,8.922591630635415
29.5,5.0,0,4.0,7.0,DevOps engineer or professional,0.0,Remote,Media & Advertising Services,3.0,3.0,150000.0,3.0,5.702114417555504
39.5,4.0,0,16.0,20.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Government,4.0,2.0,20388.0,2.0,8.922591630635415
39.5,4.0,0,13.0,19.0,"Developer, desktop or enterprise applications",1.0,Remote,Software Development,7.0,5.0,109438.0,3.0,8.006200887093147
49.5,4.0,0,22.0,20.0,"Founder, technology or otherwise",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",3.0,,120000.0,3.0,2.302585092994046
29.5,4.0,0,4.0,6.0,"Developer, front-end",0.0,In-person,Software Development,3.0,2.0,4185.0,1.0,2.302585092994046
29.5,4.0,0,6.0,9.0,"Developer, desktop or enterprise applications",,Remote,Software Development,6.0,,117500.0,3.0,4.085976312551584
49.5,5.0,1,30.0,34.0,"Architect, software or solutions",1.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,7.0,2.0,139218.0,3.0,2.302585092994046
29.5,4.0,0,9.0,13.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,7.0,4.0,21206.0,2.0,5.702114417555504
49.5,6.0,0,38.0,42.0,Engineering manager,0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,10.0,2.0,340000.0,3.0,5.702114417555504
29.5,4.0,0,10.0,15.0,"Developer, full-stack",0.0,Remote,Insurance,11.0,5.0,109438.0,3.0,9.903487552536127
29.5,1.0,1,16.0,20.0,"Architect, software or solutions",,,Manufacturing,8.0,1.0,3468.0,1.0,
29.5,4.0,0,4.0,15.0,"Developer, game or graphics",0.0,In-person,Software Development,5.0,,74761.0,3.0,5.702114417555504
39.5,4.0,0,14.0,14.0,"Developer, back-end",0.0,Remote,Software Development,5.0,3.0,24410.0,1.0,6.619406317542652
29.5,4.0,0,5.0,14.0,"Developer, full-stack",0.0,In-person,"Transportation, or Supply Chain",4.0,1.0,54212.0,3.0,4.085976312551584
39.5,5.0,0,16.0,20.0,"Developer, desktop or enterprise applications",0.0,Remote,Software Development,2.0,,67105.0,2.0,4.085976312551584
39.5,4.0,0,20.0,24.0,"Architect, software or solutions",1.0,In-person,Software Development,,,107644.0,3.0,5.702114417555504
29.5,4.0,0,2.0,6.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,4.0,7668.0,2.0,2.302585092994046
29.5,4.0,0,10.0,15.0,Other (please specify):,0.0,Remote,Media & Advertising Services,5.0,6.0,170000.0,3.0,8.006200887093147
39.5,4.0,0,17.0,24.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,4.0,1.0,125000.0,3.0,9.903487552536127
39.5,4.0,0,14.0,18.0,"Developer, front-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,2.0,29060.0,1.0,8.006200887093147
29.5,4.0,0,2.0,9.0,Support engineer or analyst,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,3.0,1.0,8639.0,2.0,6.619406317542652
29.5,4.0,0,11.0,22.0,"Developer, full-stack",1.0,In-person,Software Development,9.0,4.0,109160.0,3.0,5.702114417555504
29.5,5.0,0,14.0,18.0,DevOps engineer or professional,1.0,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",13.0,6.0,78306.0,3.0,8.922591630635415
29.5,5.0,1,8.0,8.0,"Developer, back-end",,,Software Development,4.0,1.0,72608.0,2.0,
29.5,2.0,0,12.0,16.0,"Developer, full-stack",0.0,Remote,Government,13.0,6.0,91013.0,3.0,9.903487552536127
21.0,4.0,0,1.0,10.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,2.0,113947.0,2.0,6.619406317542652
39.5,5.0,0,10.0,20.0,Engineering manager,1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,1.0,89331.0,3.0,4.085976312551584
59.5,5.0,0,33.0,39.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,1.0,98164.0,3.0,8.006200887093147
39.5,2.0,0,20.0,30.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,4.0,7.0,46406.0,3.0,4.085976312551584
39.5,1.0,0,20.0,25.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,2.0,34544.0,3.0,5.702114417555504
59.5,4.0,0,30.0,32.0,"Developer, full-stack",0.0,Remote,Manufacturing,8.0,1.0,55258.0,3.0,2.302585092994046
39.5,5.0,0,16.0,20.0,"Developer, full-stack",0.0,Remote,Healthcare,5.0,1.0,133000.0,2.0,5.702114417555504
21.0,4.0,0,4.0,7.0,"Developer, front-end",0.0,Remote,Software Development,3.0,,20400.0,2.0,4.085976312551584
39.5,4.0,0,14.0,20.0,"Developer, mobile",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,1.0,,71823.0,2.0,8.006200887093147
59.5,1.0,1,39.0,42.0,"Developer, full-stack",,,Software Development,8.0,,139218.0,,
21.0,4.0,0,1.0,5.0,"Developer, back-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,,,1199.0,2.0,2.302585092994046
39.5,6.0,0,12.0,26.0,"Developer, back-end",,,Software Development,3.0,,67289.0,3.0,4.085976312551584
21.0,4.0,0,1.0,5.0,"Developer, full-stack",0.0,Remote,"Transportation, or Supply Chain",,,13949.0,1.0,8.922591630635415
39.5,5.0,0,8.0,11.0,Engineering manager,1.0,In-person,"Internet, Telecomm or Information Services",2.0,3.0,29757.0,2.0,8.006200887093147
29.5,4.0,0,5.0,6.0,"Developer, mobile",0.0,Remote,Software Development,1.0,,34804.0,3.0,2.302585092994046
21.0,4.0,0,4.0,6.0,"Developer, QA or test",0.0,Remote,Software Development,5.0,4.0,33553.0,2.0,4.085976312551584
49.5,4.0,0,23.0,27.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,6.0,3.0,122527.0,3.0,2.302585092994046
39.5,2.0,0,12.0,14.0,"Developer, front-end",0.0,Remote,Software Development,2.0,,59529.0,3.0,6.619406317542652
49.5,5.0,0,30.0,32.0,"Architect, software or solutions",1.0,Remote,Healthcare,10.0,4.0,130019.0,3.0,5.702114417555504
39.5,4.0,0,15.0,16.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,1.0,78962.0,3.0,2.302585092994046
29.5,4.0,0,6.0,12.0,"Developer, embedded applications or devices",0.0,Remote,Software Development,5.0,,72393.0,3.0,2.302585092994046
39.5,6.0,0,22.0,25.0,DevOps engineer or professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,10.0,6.0,48726.0,3.0,4.085976312551584
21.0,2.0,0,2.0,8.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",,,37591.0,3.0,9.903487552536127
39.5,5.0,0,17.0,30.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,1.0,81761.0,3.0,5.702114417555504
39.5,4.0,0,15.0,20.0,"Senior executive (C-suite, VP, etc.)",1.0,"Hybrid (some remote, leans heavy to in-person)",Fintech,,,127864.0,1.0,9.903487552536127
39.5,5.0,0,13.0,19.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,3.0,4.0,88171.0,3.0,9.903487552536127
39.5,2.0,0,20.0,28.0,Engineering manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,12.0,2.0,116015.0,3.0,4.085976312551584
29.5,2.0,0,10.0,11.0,"Developer, full-stack",0.0,Remote,Software Development,,,42572.0,3.0,8.006200887093147
29.5,4.0,1,6.0,10.0,"Developer, front-end",0.0,In-person,Fintech,6.0,4.0,2822.0,1.0,2.302585092994046
29.5,4.0,0,15.0,15.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",3.0,2.0,142592.0,3.0,9.903487552536127
29.5,4.0,0,4.0,8.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,2.0,1.0,37125.0,3.0,5.702114417555504
59.5,2.0,1,42.0,44.0,"Developer, game or graphics",,,Software Development,3.0,,62000.0,3.0,
29.5,5.0,0,10.0,17.0,"Architect, software or solutions",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,,115667.0,3.0,9.903487552536127
39.5,5.0,0,18.0,23.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,3.0,300000.0,2.0,5.702114417555504
29.5,5.0,1,12.0,15.0,"Developer, full-stack",0.0,Remote,"Internet, Telecomm or Information Services",3.0,5.0,96377.0,3.0,2.302585092994046
29.5,5.0,0,8.0,14.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,8.0,6.0,92812.0,3.0,6.619406317542652
39.5,5.0,0,15.0,22.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,2.0,52207.0,3.0,5.702114417555504
21.0,3.0,0,1.0,3.0,"Developer, full-stack",0.0,In-person,"Transportation, or Supply Chain",5.0,1.0,50000.0,3.0,2.302585092994046
21.0,5.0,0,2.0,11.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,2.0,52207.0,3.0,4.085976312551584
21.0,4.0,0,2.0,9.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,4.0,23495.0,3.0,5.702114417555504
49.5,5.0,0,18.0,40.0,"Developer, full-stack",0.0,Remote,Software Development,3.0,1.0,45246.0,3.0,4.085976312551584
49.5,2.0,1,30.0,43.0,"Developer, full-stack",,,Software Development,6.0,4.0,92812.0,3.0,
39.5,4.0,0,17.0,23.0,"Developer, back-end",0.0,Remote,"Internet, Telecomm or Information Services",7.0,7.0,96292.0,3.0,9.903487552536127
29.5,2.0,0,8.0,12.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Computer Systems Design and Services,5.0,2.0,75216.0,3.0,4.085976312551584
59.5,5.0,0,39.0,46.0,"Developer, embedded applications or devices",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,5.0,,64337.0,3.0,8.006200887093147
29.5,5.0,0,5.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,8.0,4.0,8428.0,1.0,4.085976312551584
39.5,6.0,0,12.0,8.0,Data scientist,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,5.0,4.0,111374.0,3.0,9.903487552536127
49.5,5.0,0,21.0,27.0,"Developer, front-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,3.0,,117082.0,3.0,5.702114417555504
39.5,5.0,0,9.0,11.0,Cloud infrastructure engineer,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,2.0,3.0,69609.0,3.0,6.619406317542652
49.5,6.0,0,27.0,33.0,AI/ML engineer,,In-person,Software Development,8.0,3.0,200000.0,3.0,5.702114417555504
